access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,maximum_vehicle_class,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,distance,distance_km,federal_agency,ev_network_ids
public,24 hours daily,,,2023-07-30,,ELEC,Public,158861,2020-06-12,,E,,,CHASE CENTER AREA C ZONE 1-1,888-758-4389,2023-07-30T00:23:10Z,,GPS,37.768145,-122.388393,San Francisco,,,CA,1 Warriors Way,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1921771'], 'posts': ['2268821']}",1.04125,1.67573,,"{'station': ['USCPIL1921771'], 'posts': ['2268821']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,185571,2021-03-05,,E,,,CHASE CENTER BRIDGECLUB 3,888-758-4389,2023-07-30T00:24:28Z,,GPS,37.768088,-122.388606,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1976691'], 'posts': ['2339321']}",1.04137,1.67592,,"{'station': ['USCPIL1976691'], 'posts': ['2339321']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,185572,2021-03-05,,E,,,CHASE CENTER BRIDGECLUB 1,888-758-4389,2023-07-30T00:24:28Z,,GPS,37.768085,-122.388597,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1976711'], 'posts': ['2339341']}",1.04171,1.67647,,"{'station': ['USCPIL1976711'], 'posts': ['2339341']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176109,2021-01-27,,E,,,CHASE CENTER AREA C ZONE 1-4,888-758-4389,2023-07-30T00:23:11Z,,GPS,37.768086,-122.388586,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1921831'], 'posts': ['2268911']}",1.04183,1.67666,,"{'station': ['USCPIL1921831'], 'posts': ['2268911']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176106,2021-01-27,,E,,,CHASE CENTER AREA C ZONE 1-7,888-758-4389,2023-07-30T00:23:11Z,,GPS,37.768107,-122.388498,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1921941'], 'posts': ['23058371']}",1.04194,1.67684,,"{'station': ['USCPIL1921941'], 'posts': ['23058371']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176108,2021-01-27,,E,,,CHASE CENTER AREA C ZONE 1-5,888-758-4389,2023-07-30T00:23:11Z,,GPS,37.768092,-122.388554,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1921881'], 'posts': ['2268941']}",1.04198,1.6769,,"{'station': ['USCPIL1921881'], 'posts': ['2268941']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176111,2021-01-27,,E,,,CHASE CENTER AREA C ZONE 1-2,888-758-4389,2023-07-30T00:23:11Z,,GPS,37.768079,-122.388602,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1921801'], 'posts': ['2268871']}",1.04203,1.67698,,"{'station': ['USCPIL1921801'], 'posts': ['2268871']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176112,2021-01-27,,E,,,CHASE CENTER AREA C ZONE 3-4,888-758-4389,2023-07-30T00:23:10Z,,GPS,37.768078,-122.388595,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1921411'], 'posts': ['22896901']}",1.04221,1.67727,,"{'station': ['USCPIL1921411'], 'posts': ['22896901']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176116,2021-01-27,,E,,,CHASE CENTER AREA C ZONE 1-8,888-758-4389,2023-07-30T00:23:11Z,,GPS,37.768092,-122.388535,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1921951'], 'posts': ['2269031']}",1.0423,1.67742,,"{'station': ['USCPIL1921951'], 'posts': ['2269031']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176105,2021-01-27,,E,,,CHASE CENTER BBOPS 2,888-758-4389,2023-07-30T00:23:11Z,,GPS,37.768081,-122.388565,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1922281'], 'posts': ['2269421']}",1.04251,1.67776,,"{'station': ['USCPIL1922281'], 'posts': ['2269421']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,185453,2021-03-02,,E,,,CHASE CENTER BRIDGECLUB 4,888-758-4389,2023-07-30T00:24:28Z,,GPS,37.768069,-122.388603,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1976681'], 'posts': ['9314251']}",1.04267,1.67801,,"{'station': ['USCPIL1976681'], 'posts': ['9314251']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176115,2021-01-27,,E,,,CHASE CENTER AREA C ZONE 1-9,888-758-4389,2023-07-30T00:23:11Z,,GPS,37.768083,-122.388517,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1921971'], 'posts': ['2269061']}",1.04319,1.67885,,"{'station': ['USCPIL1921971'], 'posts': ['2269061']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176250,2021-01-27,,E,,,CHASE CENTER AREA C ZONE 3-1,888-758-4389,2023-07-30T00:22:57Z,,GPS,37.768009,-122.388651,San Francisco,,,CA,1725 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1911701'], 'posts': ['2255751']}",1.04581,1.68307,,"{'station': ['USCPIL1911701'], 'posts': ['2255751']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,158860,2020-06-12,,E,,,CHASE CENTER BBOPS 1,888-758-4389,2023-07-30T00:23:11Z,,GPS,37.768009,-122.388589,San Francisco,,,CA,1725 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1922251'], 'posts': ['2269381', '2269391']}",1.04684,1.68473,,"{'station': ['USCPIL1922251'], 'posts': ['2269381', '2269391']}"
public,,,,2022-10-06,,ELEC,Public,150511,2019-04-24,P,E,,,Hilton San Francisco Financial District - Tesla Destination,415-433-6600  877-798-3752,2023-01-18T15:15:20Z,,200-9,37.795208,-122.404869,San Francisco,,,CA,750 Kearny St,94108,US,,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['514644']},1.04886,1.68798,,{'station': ['514644']}
public,24 hours daily,,,2023-07-30,,ELEC,Public,176252,2021-01-27,,E,,,CHASE CENTER AREA C ZONE 3-2,888-758-4389,2023-07-30T00:22:57Z,,GPS,37.768013,-122.388468,San Francisco,,,CA,1725 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1911681'], 'posts': ['23058171', '23058181']}",1.04861,1.68757,,"{'station': ['USCPIL1911681'], 'posts': ['23058171', '23058181']}"
public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-07-30,,ELEC,Public,212292,2017-05-15,,E,False,LD,Volta Charging Design District,888-264-2208,2023-07-30T01:10:36Z,,GPS,37.7682626,-122.401787,San Francisco,,,CA,155 De Haro,94103,US,,,,,,,,,,,,['J1772'],,,4,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['947bbb79-c7ce-4a94-9430-978d3f67d534'], 'posts': ['333d4327-aeb6-43c5-90e0-65cd37051781', '8d9d9fd4-4886-49d6-84da-b8eb9065e655', 'c0524aea-dfaf-4b7b-8c12-5f8cd45d6456', 'f60fc176-0b90-4afd-8901-fb8ff9145d27']}",1.06001,1.70592,,"{'station': ['947bbb79-c7ce-4a94-9430-978d3f67d534'], 'posts': ['333d4327-aeb6-43c5-90e0-65cd37051781', '8d9d9fd4-4886-49d6-84da-b8eb9065e655', 'c0524aea-dfaf-4b7b-8c12-5f8cd45d6456', 'f60fc176-0b90-4afd-8901-fb8ff9145d27']}"
public,,,,2022-10-06,,ELEC,Public,113343,2015-01-22,P,E,,,InterContinental Mark Hopkins San Francisco - Tesla Destination,415-392-3434  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-8,37.791596,-122.410385,San Francisco,,,CA,999 California St,94108,US,,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['504543']},1.07779,1.73453,,{'station': ['504543']}
public,24 hours daily,,,2023-07-30,,ELEC,Public,203289,2021-12-30,,E,,,UBER HQ MB 3RS ST GW,888-758-4389,2023-07-30T00:42:57Z,,GPS,37.767296,-122.38864,San Francisco,,,CA,1725 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL11525431'], 'posts': ['19855861', '19855871']}",1.09298,1.75898,,"{'station': ['USCPIL11525431'], 'posts': ['19855861', '19855871']}"
public,24 hours daily,,,2023-07-29,,ELEC,Public,228166,2022-03-01,,E,,,Whole Foods San Francisco -Trinity Place,877-455-3833,2023-07-29T23:56:00Z,,GPS,37.7782,-122.41375,San Francisco,,,CA,1185 Market St,94103,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",8,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['39167'], 'posts': ['79091', '79093', '79094', '79095', '79096', '79097', '79099', '79100']}",1.09938,1.76928,,"{'station': ['39167'], 'posts': ['79091', '79093', '79094', '79095', '79096', '79097', '79099', '79100']}"
public,,,,2022-10-06,,ELEC,Public,113342,2014-12-10,P,E,,,The Fairmont San Francisco - Tesla Destination,415-772-5000  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,37.7924958,-122.4100354,San Francisco,,,CA,950 Mason St,94108,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['500694']},1.10022,1.77063,,{'station': ['500694']}
public,24 hours daily; for guest use only; see valet for access,,,2021-11-04,,ELEC,Public,21360,2002-01-31,P,E,True,LD,Mark Hopkins InterContinental Hotel,415-392-3434,2023-07-16T17:53:40Z,HOTEL,200-8,37.791791,-122.411265,San Francisco,California at Mason,,CA,999 California St,94108,US,,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,1.12487,1.8103,,
public,24 hours daily,,,2023-07-29,,ELEC,Public,228701,2021-07-04,,E,,,EVgo 350 Pacific Hub,877-455-3833,2023-07-29T23:57:00Z,,GPS,37.79776,-122.40172,San Francisco,,,CA,350 Pacific Ave,94111,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",6,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['34219'], 'posts': ['70334', '70335', '70336', '70337', '70338', '70340']}",1.12806,1.81544,,"{'station': ['34219'], 'posts': ['70334', '70335', '70336', '70337', '70338', '70340']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,262686,2023-06-14,,E,,,NORTHPARK EQ 750 FRONT S-2,888-758-4389,2023-07-30T00:56:14Z,,GPS,37.798271,-122.399744,San Francisco,,,CA,170 Pacific Ave,94111,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13783041'], 'posts': ['23201621']}",1.12832,1.81586,,"{'station': ['USCPIL13783041'], 'posts': ['23201621']}"
public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-07-30,,ELEC,Public,151243,2017-01-11,,E,False,,Owens Street  Garage,888-264-2208,2023-07-30T01:09:22Z,,GPS,37.765967,-122.3922545,San Francisco,,,CA,1835 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['08357eb8-cda4-4897-8a4d-2f6ffad2bfa6'], 'posts': ['7ea645be-25a0-4800-b7f1-daa553d27fc1', '98d5eb8a-0bc5-4169-9502-716721bcb12e']}",1.14421,1.84143,,"{'station': ['08357eb8-cda4-4897-8a4d-2f6ffad2bfa6'], 'posts': ['7ea645be-25a0-4800-b7f1-daa553d27fc1', '98d5eb8a-0bc5-4169-9502-716721bcb12e']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,262677,2023-06-14,,E,,,NORTHPARK EQ 750 FRONT S-1,888-758-4389,2023-07-30T00:56:08Z,,GPS,37.798534,-122.399851,San Francisco,,,CA,763 Front St,94111,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13774271'], 'posts': ['23191441']}",1.14736,1.8465,,"{'station': ['USCPIL13774271'], 'posts': ['23191441']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,160634,2020-06-12,,E,,,ARE-ILLINOIS ST STATION 1,888-758-4389,2023-07-30T00:02:57Z,,GPS,37.766239,-122.389711,San Francisco,,,CA,1830 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL122661'], 'posts': ['158755', '158757']}",1.14846,1.84827,,"{'station': ['USCPIL122661'], 'posts': ['158755', '158757']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177464,2021-01-27,,E,,,"LONGFELLOW 1800 5 (60,61)",888-758-4389,2023-07-30T00:13:42Z,,GPS,37.765804,-122.392585,San Francisco,,,CA,1800 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL449291'], 'posts': ['14098951', '14098961']}",1.1537,1.8567,,"{'station': ['USCPIL449291'], 'posts': ['14098951', '14098961']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177469,2021-01-27,,E,,,"LONGFELLOW 1800 8 (90,90)",888-758-4389,2023-07-30T00:14:07Z,,GPS,37.765772,-122.392607,San Francisco,,,CA,1800 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL475121'], 'posts': ['645131', '645141']}",1.15579,1.86006,,"{'station': ['USCPIL475121'], 'posts': ['645131', '645141']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177466,2021-01-27,,E,,,"LONGFELLOW 1800 4 (57,58)",888-758-4389,2023-07-30T00:13:41Z,,GPS,37.765772,-122.392596,San Francisco,,,CA,1800 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL449271'], 'posts': ['608261', '608271']}",1.15584,1.86014,,"{'station': ['USCPIL449271'], 'posts': ['608261', '608271']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,213178,2022-04-01,,E,,,"LONGFELLOW 1800 10 (95,96)",888-758-4389,2023-07-30T00:12:25Z,,GPS,37.765767,-122.392553,San Francisco,,,CA,1800 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL318761'], 'posts': ['21951451', '21951461']}",1.15639,1.86103,,"{'station': ['USCPIL318761'], 'posts': ['21951451', '21951461']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177463,2021-01-27,,E,,,"LONGFELLOW 1800 3 (20,54)",888-758-4389,2023-07-30T00:13:43Z,,GPS,37.765763,-122.392596,San Francisco,,,CA,1800 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL450311'], 'posts': ['610001', '610011']}",1.15646,1.86114,,"{'station': ['USCPIL450311'], 'posts': ['610001', '610011']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177465,2021-01-27,,E,,,"LONGFELLOW 1800 2 (9,10)",888-758-4389,2023-07-30T00:13:41Z,,GPS,37.765755,-122.392559,San Francisco,,,CA,1800 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL449281'], 'posts': ['22567381', '22567391']}",1.15719,1.86232,,"{'station': ['USCPIL449281'], 'posts': ['22567381', '22567391']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177470,2021-01-27,,E,,,"LONGFELLOW 1800 6 (63,64)",888-758-4389,2023-07-30T00:14:07Z,,GPS,37.765729,-122.392596,San Francisco,,,CA,1800 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL475081'], 'posts': ['645071', '645081']}",1.1588,1.86491,,"{'station': ['USCPIL475081'], 'posts': ['645071', '645081']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,159485,2020-06-12,,E,,,"LONGFELLOW 1800 6 (67,86)",888-758-4389,2023-07-30T00:13:44Z,,GPS,37.765729,-122.392587,San Francisco,,,CA,1800 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL452611'], 'posts': ['613451', '613461']}",1.15884,1.86497,,"{'station': ['USCPIL452611'], 'posts': ['613451', '613461']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177462,2021-01-27,,E,,,"LONGFELLOW 1800 1 (6,7)",888-758-4389,2023-07-30T00:13:43Z,,GPS,37.765712,-122.392623,San Francisco,,,CA,1800 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL450461'], 'posts': ['610231', '610241']}",1.15984,1.86658,,"{'station': ['USCPIL450461'], 'posts': ['610231', '610241']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177467,2021-01-27,,E,,,"LONGFELLOW 1800 9 (92,92)",888-758-4389,2023-07-30T00:12:38Z,,GPS,37.765695,-122.392564,San Francisco,,,CA,1800 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL336941'], 'posts': ['455421', '455431']}",1.16129,1.86892,,"{'station': ['USCPIL336941'], 'posts': ['455421', '455431']}"
public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-07-30,,ELEC,Public,253600,2023-02-08,,E,,,The Masonic P3 DCFC,888-264-2208,2023-07-30T01:10:41Z,,GPS,37.791135128,-122.412819683,San Francisco,,,CA,1111 California Street,94108,US,,,,,,,,,,,,['J1772COMBO'],1,,,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['a187af8d-7b79-407c-9373-6d12b6c169c0'], 'posts': ['543e526a-bcce-4868-9647-7263a89bde3c']}",1.172,1.88615,,"{'station': ['a187af8d-7b79-407c-9373-6d12b6c169c0'], 'posts': ['543e526a-bcce-4868-9647-7263a89bde3c']}"
public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-07-30,,ELEC,Public,253668,2023-02-08,,E,,,The Masonic P3,888-264-2208,2023-07-30T01:11:25Z,,GPS,37.791196618,-122.412814677,San Francisco,,,CA,1111 California Street,94108,US,,,,,,,,,,,,['J1772'],,,1,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['e2542865-57da-4060-9a06-c56efee90f44'], 'posts': ['f2ff18df-ae63-4507-a6b9-b2123a4ed8ec']}",1.17393,1.88926,,"{'station': ['e2542865-57da-4060-9a06-c56efee90f44'], 'posts': ['f2ff18df-ae63-4507-a6b9-b2123a4ed8ec']}"
public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-07-30,,ELEC,Public,253520,2023-02-08,,E,,,The Masonic P1,888-264-2208,2023-07-30T01:09:35Z,,GPS,37.791205976,-122.412899305,San Francisco,,,CA,1111 California Street,94108,US,,,,,,,,,,,,['J1772'],,,1,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2bbb3bb8-29dd-456c-9518-e1c4729b5ae0'], 'posts': ['c52e4436-9355-4940-b685-6c43525f74ba']}",1.17824,1.89619,,"{'station': ['2bbb3bb8-29dd-456c-9518-e1c4729b5ae0'], 'posts': ['c52e4436-9355-4940-b685-6c43525f74ba']}"
public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-07-30,,ELEC,Public,229346,2022-08-16,,E,False,LD,The Masonic P1 DCFC,888-264-2208,2023-07-30T01:09:21Z,,GPS,37.791186656,-122.412939989,San Francisco,,,CA,1111 California Street,94108,US,,,,,,,,,,,,['J1772COMBO'],1,,,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['073b9b57-8f4f-4ed4-b18c-89ba19eff8f5'], 'posts': ['31e55717-785a-42ee-9ecb-d3c312016a1f']}",1.17947,1.89817,,"{'station': ['073b9b57-8f4f-4ed4-b18c-89ba19eff8f5'], 'posts': ['31e55717-785a-42ee-9ecb-d3c312016a1f']}"
public,,,,2022-10-06,,ELEC,Public,150598,2019-05-01,P,E,,,The Masonic - Tesla Destination,415-776-7457  877-798-3752,2023-01-18T15:15:20Z,,200-9,37.791537,-122.412813,San Francisco,,,CA,1111 California St,94108,US,,,,,,,,,,,,['TESLA'],,,9,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['514034']},1.18606,1.90878,,{'station': ['514034']}
public,24 hours daily,,,2023-07-30,,ELEC,Public,179242,2021-01-27,,E,,,ARE-ILLINOIS ST STATION 3,888-758-4389,2023-07-30T00:02:38Z,,GPS,37.766082,-122.387586,San Francisco,,,CA,499 Illinois St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL121357'], 'posts': ['156055', '156057']}",1.1902,1.91544,,"{'station': ['USCPIL121357'], 'posts': ['156055', '156057']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,160681,2020-06-12,,E,,,ARE-ILLINOIS ST STATION 2,888-758-4389,2023-07-30T00:02:38Z,,GPS,37.766074,-122.387597,San Francisco,,,CA,499 Illinois St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL121377'], 'posts': ['156095', '156097']}",1.19054,1.91599,,"{'station': ['USCPIL121377'], 'posts': ['156095', '156097']}"
public,,,,2023-06-20,,ELEC,Public,148579,2014-12-15,,E,,,Dolby Laboratories,800-663-5633,2023-06-20T00:09:37Z,,GPS,37.777522,-122.415426,San Francisco,These stations are available only for members of Dolby Laboratories,,CA,1275 Market Street,94103,US,,,,,,,,,,,,['J1772'],,,14,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['1149'], 'posts': ['2188', '2189', '2190', '2191', '2192', '2193', '2194', '2195', '2196', '2197', '2198', '2199', '2200', '2201']}",1.20047,1.93197,,"{'station': ['1149'], 'posts': ['2188', '2189', '2190', '2191', '2192', '2193', '2194', '2195', '2196', '2197', '2198', '2199', '2200', '2201']}"
